I,V,0.5
,IV,0.5
,vii*,0
,vi,0
,,
V,ii,0
,IV,0.6
,bVI,0
,I,0.2
,vi,0
,vii*,0
,II,0.2
,,
IV,I,0.5
,V,0
,vi,0.5
,iii,0
,,
ii,I,0
,vi,0
,IV,0
,,
vi,iii,0.2
,V,0
,I,0.8
,,
iii,I,1
,vi,0
,IV,0
,,
bVI,V,0
,bVII,0
,,
bVII,I,0
,IV,0
,,
II,vi,0.5
,iii,0
,I,0.5
